Internal ID,Vendor ID,SMILES,CollectionName,LOG HLM_CLint (mL/min/kg),LOG_MDR1,LOG_SOL,LOG PLASMA PROTEIN BINDING (HUMAN) (% unbound),LOG PLASMA PROTEIN BINDING (RAT) (% unbound),LOG RLM_CLint (mL/min/kg),OPENADMET_CANONICAL_SMILES,OPENADMET_INCHIKEY,LOG_CLint_HLM,LOG_CLint_RLM,CLint_HLM,CLint_RLM
Mol894,43638490,CO[C@H]1COCCN(C(=O)c2cccnc2)C1,emolecules,0.675686709,0.077755842,1.541579244,,,1.027920136,CO[C@H]1COCCN(C(=O)C2=CC=CN=C2)C1,CTIDRSPCCGBRSC-LLVKDONJSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol895,50136169,CC(=O)Nc1ccc(C(=O)N2CCc3ncncc3C2)cc1,emolecules,0.675686709,1.235073653,1.527114112,,,1.027920136,CC(=O)NC1=CC=C(C(=O)N2CCC3=NC=NC=C3C2)C=C1,VPWPZFILZWDJIS-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol896,36962175,Cn1ccc(NC(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)n1,emolecules,0.675686709,0.405408249,1.627263417,,,2.188430657,CN1C=CC(NC(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)=N1,PFMMSJLTKVOZRW-LLVKDONJSA-N,0.675686709,2.188430657,4.73900000328012,154.32299989605295
Mol897,Z1611059418,CC(C)c1nnc(NCc2ccn(C)c2)o1,enamineHTS,0.675686709,-0.114863151,1.252367514,,,1.799926107,CC(C)C1=NN=C(NCC2=CN(C)C=C2)O1,IWTXPUOMJJKPGL-UHFFFAOYSA-N,0.675686709,1.799926107,4.73900000328012,63.08499994254857
Mol898,44845158,COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,emolecules,1.646945139,0.170311364,1.110926242,,,1.919411166,COC1=CC(/C=C2\CCCN([C@@H](C)C3=CC=C(F)C=C3)C2=O)=CC=C1N1C=NC(C)=C1,PUOAETJYKQITMO-LANLRWRYSA-N,1.646945139,1.919411166,44.35526098859761,83.06367963579147
Mol899,152907,CC(C)N1CCC(O)(c2ccccc2F)CC1,emolecules,0.675686709,-0.270073004,1.617734035,,,2.558468563,CC(C)N1CCC(O)(C2=CC=CC=C2F)CC1,ACBGKLVTYJFSHX-UHFFFAOYSA-N,0.675686709,2.558468563,4.73900000328012,361.8000003967146
Mol900,31378111,CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N,emolecules,1.806383502,1.285808592,1.606703741,,,1.027920136,CN(CC1=CN(C)N=C1)C(=O)C1=CC=CC=C1C1=CC=CC=C1C#N,BKXJHJZZOLJMKV-UHFFFAOYSA-N,1.806383502,1.027920136,64.03000002592378,10.66399999003561
Mol901,30063543,O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,emolecules,2.049624983,1.749252026,1.720159303,,,3.070491144,O=C(CN1CCC2=CC=CC=C21)N1CCC(C2=NC3=CC=CC=C3N2)CC1,DWHPSEIQXQTWPP-UHFFFAOYSA-N,2.049624983,3.070491144,112.10499999636106,1176.2269991796195
Mol902,31348551,O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,emolecules,1.093771782,1.69019608,1.748962861,,,2.080686,O=C1NC2=CC=CC=C2N1C1CCN(CCC2=CC=CC=N2)CC1,ARVYCDPHIDHTMS-UHFFFAOYSA-N,1.093771782,2.080686,12.410000014323831,120.4165000152784
Mol903,45736512,CC1Cc2ccccc2N1C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,emolecules,1.787757932,1.462397998,1.738780558,,,3.013243501,CC1CC2=CC=CC=C2N1C(=O)CN1CCC(N2C(=O)NC3=CC=CC=C32)CC1,ZQIOCTMLKHFADY-UHFFFAOYSA-N,1.787757932,3.013243501,61.342000049004895,1030.9640011466706
Mol904,31876232,Cc1ccc(NC(=O)C(C)(C)c2ccccc2)nc1,emolecules,1.225438517,-0.254620039,1.486005186,,,2.796398776,CC1=CC=C(NC(=O)C(C)(C)C2=CC=CC=C2)N=C1,VXQVLMPZUPSMDM-UHFFFAOYSA-N,1.225438517,2.796398776,16.80500000752631,625.7469997690421
Mol905,26060327,O=C(NCc1ccc(F)cc1)C1CCN(C(=O)/C=C/c2ccccc2)CC1,emolecules,0.675686709,0.790034452,0.916980047,,,2.123668742,O=C(NCC1=CC=C(F)C=C1)C1CCN(C(=O)/C=C/C2=CC=CC=C2)CC1,XICGXCYRQFZORM-DHZHZOJOSA-N,0.675686709,2.123668742,4.73900000328012,132.9440001148626
Mol906,227979253,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,emolecules,1.158935142,1.662291199,1.300812794,,,1.379740501,COCCNC1=CC(NC(=O)N2CCCC3=CC(CN4CCN(C)CC4=O)=C(C=O)N=C32)=NC=C1C#N,BHKDKKZMPODMIQ-UHFFFAOYSA-N,1.158935142,1.379740501,14.41900000564688,23.97400000042741
Mol907,20072667,CC(C)(C(=O)NCc1ccccn1)c1ccccc1,emolecules,0.675686709,-0.133202618,1.889805752,,,2.139107371,CC(C)(C(=O)NCC1=CC=CC=N1)C1=CC=CC=C1,VWBQYYYWKKEEEU-UHFFFAOYSA-N,0.675686709,2.139107371,4.73900000328012,137.7549999674003
Mol908,31397472,O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,emolecules,1.008216802,-0.017265622,1.783689236,,,1.605778955,O=C(NC1=CC=CC=C1N1C=CN=C1)C1=CC=C(F)C=C1,NBTJRCQZDBPDKD-UHFFFAOYSA-N,1.008216802,1.605778955,10.191000009628178,40.34399998596562
Mol909,7716996,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc(NC(=O)c2cccs2)cc1,emolecules,0.675686709,-0.242495993,1.734559822,,,1.027920136,O=C(NC1=CC=C(C(=O)O)C(O)=C1)C1=CC=C(NC(=O)C2=CC=CS2)C=C1,PIDPDYOPKFCBAT-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol910,32033578,CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,emolecules,3.328241341,-0.059772517,1.408239965,,,3.626562181,CC(C(=O)N1CCC2=C(C=CS2)C1)N1CCCN(C2=CC=CC=C2C#N)CC1,WABOODYLNSTDQR-UHFFFAOYSA-N,3.328241341,3.626562181,2129.3219989356217,4232.161002089896
Mol911,36907186,COc1ccc(C(=O)N(C)Cc2nccn2C)c(F)c1,emolecules,0.675686709,0.345550205,1.720242018,,,1.730426945,COC1=CC=C(C(=O)N(C)CC2=NC=CN2C)C(F)=C1,HTXSDWWOBAGDHY-UHFFFAOYSA-N,0.675686709,1.730426945,4.73900000328012,53.7559999670696
Mol912,11791483,CC(C)CN1C(=O)C(=O)N(Cc2ccccn2)C1=O,emolecules,0.675686709,-0.076945063,1.593618308,,,1.453944862,CC(C)CN1C(=O)C(=O)N(CC2=CC=CC=N2)C1=O,QOFSXTAYXIAFTF-UHFFFAOYSA-N,0.675686709,1.453944862,4.73900000328012,28.44099997769036
Mol913,29581584,CON(C)C(=O)CCc1c(C)nn(C)c1C,emolecules,0.675686709,0.123270222,1.534026106,,,1.451279719,CON(C)C(=O)CCC1=C(C)N(C)N=C1C,NMVZPVXGLQVAGL-UHFFFAOYSA-N,0.675686709,1.451279719,4.73900000328012,28.26700000624531
Mol914,54864400,CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,emolecules,1.449324093,-0.277985961,1.751048035,,,2.684593146,CN1CCN(C2=NC=NC=C2C2=NC(C3=CC=CC=C3)=NO2)CC1,RASAAPDECPFTHQ-UHFFFAOYSA-N,1.449324093,2.684593146,28.139999993603016,483.7189995793183
Mol915,35693197,O=C(CNc1ccc(C(=O)N2CCCC2)cc1)N1CCCCC1,emolecules,0.675686709,0.761776726,1.734399743,,,1.966859486,O=C(CNC1=CC=C(C(=O)N2CCCC2)C=C1)N1CCCCC1,SDOGRNNLSPTPMI-UHFFFAOYSA-N,0.675686709,1.966859486,4.73900000328012,92.65300003205178
Mol916,32431408,COc1ccc(C)cc1-c1cccnc1O,emolecules,0.729893404,0.032510123,1.515873844,,,1.423180315,COC1=CC=C(C)C=C1C1=CC=CNC1=O,QKONBOVQGYLEQA-UHFFFAOYSA-N,0.729893404,1.423180315,5.369000000454476,26.49599999360707
Mol917,36447805,N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,emolecules,2.475201781,-0.277406726,0.562292864,,,2.817485378,N#CC1=CC=CC(C2=CC=C3NC=CC3=C2)=N1,WMQPNQRKTKJWHT-UHFFFAOYSA-N,2.475201781,2.817485378,298.67700034655803,656.8790000395372
Mol918,31412633,Cc1ccc(-c2noc3nc(C)cc(C(=O)O)c23)cc1,emolecules,0.675686709,0.466601482,1.871047261,,,1.027920136,CC1=CC=C(C2=NOC3=NC(C)=CC(C(=O)O)=C23)C=C1,CVNGDFRTBHEMFI-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol919,32446521,O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,emolecules,0.844725628,-0.095768156,1.610660163,,,1.027920136,O=C(O)C1=C(C2=CC=CC=C2)OC(C2=CC=CC=C2)=N1,YKZSHSBBYKLXNM-UHFFFAOYSA-N,0.844725628,1.027920136,6.994000000431176,10.66399999003561
Mol920,43382895,O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,emolecules,0.762002969,0.375416518,1.800235789,,,2.177813437,O=C(C1=CC=CS1)N1C[C@@H]2CCCN(C(=O)C3=CC=CS3)[C@@H]2C1,LXVVEJRLUDOPLX-QWHCGFSZSA-N,0.762002969,2.177813437,5.780999995006747,150.5960001159944
Mol921,35739549,COc1ccc(C)cc1-n1ccc(C(=O)NC(C)C)n1,emolecules,1.796192597,-0.263596755,1.552668216,,,2.524216914,COC1=CC=C(C)C=C1N1C=CC(C(=O)NC(C)C)=N1,IWZGDEDUUMVQOK-UHFFFAOYSA-N,1.796192597,2.524216914,62.54500002074971,334.3619997559237
Mol922,31951751,CC(C)c1csc(NC(=O)C2CCN(c3ncccn3)CC2)n1,emolecules,1.649490631,-0.250166099,1.65079304,,,2.427534794,CC(C)C1=CSC(NC(=O)C2CCN(C3=NC=CC=N3)CC2)=N1,ZJCBZAFONXQQMW-UHFFFAOYSA-N,1.649490631,2.427534794,44.61599995032853,267.6299999451278
Mol923,35765811,CN1CCN(C(=O)C2(NC(=O)c3ccc(C(F)(F)F)cc3)CCCC2)CC1,emolecules,0.675686709,1.934414346,1.88149878,,,1.027920136,CN1CCN(C(=O)C2(NC(=O)C3=CC=C(C(F)(F)F)C=C3)CCCC2)CC1,PKLBWRLBOQWRLY-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol924,45751322,CN(CCc1ccccn1)C(=O)Nc1nncs1,emolecules,0.675686709,0.212286466,1.658869592,,,1.027920136,CN(CCC1=CC=CC=N1)C(=O)NC1=NN=CS1,UWBWJSFSTRQZFY-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol925,31997330,CC1CCN(Cc2ccc(NC(=O)c3ccccn3)cc2)CC1,emolecules,0.675686709,-0.17045294,1.610660163,,,1.208763733,CC1CCN(CC2=CC=C(NC(=O)C3=CC=CC=N3)C=C2)CC1,XXUPHNPBGONBNG-UHFFFAOYSA-N,0.675686709,1.208763733,4.73900000328012,16.172000012599774
Mol926,1527294,COc1ccc(CNc2ncc(-c3ccc4c(c3)OCO4)n2C)c(OC)c1,emolecules,2.304921162,0.171566881,1.628899564,,,3.202609543,COC1=CC=C(CNC2=NC=C(C3=CC=C4OCOC4=C3)N2C)C(OC)=C1,AKQCUNWVVQYIIO-UHFFFAOYSA-N,2.304921162,3.202609543,201.80000004605176,1594.4450001733642
Mol927,31231105,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,emolecules,0.675686709,0.52079863,1.673020907,,,2.008417048,O=C(O)C1=CC=C(NC2=NC=C3CN=C(C4=C(F)C=CC=C4F)C4=CC(Cl)=CC=C4C3=N2)C=C1,HHFBDROWDBDFBR-UHFFFAOYSA-N,0.675686709,2.008417048,4.73900000328012,101.95699994577134
Mol928,31837160,CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,emolecules,0.99895644,-0.032901257,1.666985718,,,1.839905218,CN(C)C(=O)C1=CC=C(NC(=O)C2=CC=CC(F)=C2)C=C1,UADGIWYEQMLUJB-UHFFFAOYSA-N,0.99895644,1.839905218,9.975999989192651,69.16799996980706
Mol929,49972816,Cc1cccc(NC(=O)CN(C)c2ncccc2F)n1,emolecules,1.208414481,-0.182256584,1.566201719,,,2.606319011,CC1=CC=CC(NC(=O)CN(C)C2=NC=CC=C2F)=N1,MWIVJWAJOJETBC-UHFFFAOYSA-N,1.208414481,2.606319011,16.15900000191687,403.9419996030133
Mol930,2059266,CCN(CC)C(=O)c1ccc(NC(C)=O)cc1,emolecules,0.675686709,0.290552817,1.539076099,,,1.409070438,CCN(CC)C(=O)C1=CC=C(NC(C)=O)C=C1,IAAIAVRNWAMWJG-UHFFFAOYSA-N,0.675686709,1.409070438,4.73900000328012,25.649000026043375
Mol931,299994993,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,emolecules,0.915452602,1.131370042,1.50758604,,,1.764766252,C[N+]1=CC2=C3OCOC3=CC=C2C2=CC=C3C=C4OCOC4=CC3=C21,INVGWHRKADIJHF-UHFFFAOYSA-N,0.915452602,1.764766252,8.23100000590413,58.17899997626065
Mol932,MCULE-8889700922,Cc1ccc(C)c(S(=O)(=O)N2CCCN(CCn3cccn3)CC2)c1,mcule,2.316988798,0.057701117,1.483872454,,,3.304158864,CC1=CC=C(C)C(S(=O)(=O)N2CCCN(CCN3C=CC=N3)CC2)=C1,SHELPSDSBLRAMN-UHFFFAOYSA-N,2.316988798,3.304158864,207.48599987425357,2014.46100066302
Mol933,44598735,CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,emolecules,1.011908613,-0.135734794,1.533263517,,,2.912676313,CCOCC(=O)N1CCC2(CCC3=CC=CC=C3O2)CC1,KIYRJHMHHFCHRV-UHFFFAOYSA-N,1.011908613,2.912676313,10.277999991736928,817.8549997990535
Mol934,44598747,CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,emolecules,0.794069584,-0.132461438,1.824321125,,,2.946536266,CCNC(=O)N1CCC2(CCC3=CC=CC=C3O2)CC1,XGPAKQPRGBBEII-UHFFFAOYSA-N,0.794069584,2.946536266,6.2240000002632305,884.1709993043003
Mol935,29703166,CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,emolecules,2.202093076,-0.871824053,1.653115993,,,2.654183283,CCOC1=CC=C(NC2=NC(C3=C(C)N=C4C=CC=CN34)=CS2)C=C1,ROYXIPOUVGDTAO-UHFFFAOYSA-N,2.202093076,2.654183283,159.25499984860556,451.0070004795409
Mol936,50132153,CCc1ccc(S(=O)(=O)NCc2ccnc(N3CCCC3)n2)cc1,emolecules,2.49343156,-0.050001327,1.830396176,,,3.31341266,CCC1=CC=C(S(=O)(=O)NCC2=CC=NC(N3CCCC3)=N2)C=C1,UWHMSLRCHCOEGE-UHFFFAOYSA-N,2.49343156,3.31341266,311.48099977394355,2057.845000281422
Mol937,33312531,Cc1noc(C2CCN(C(=O)C3(c4cccc(F)c4)CCC3)CC2)n1,emolecules,1.733165153,-0.064809899,1.882524538,,,3.388510958,CC1=NOC(C2CCN(C(=O)C3(C4=CC=CC(F)=C4)CCC3)CC2)=N1,KKRINCWPRMAHQJ-UHFFFAOYSA-N,1.733165153,3.388510958,54.095999947473565,2446.3069998240526
Mol938,73014318,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,emolecules,1.008344629,-0.111983709,1.598024072,,,2.447650986,FC1=CC=C(NCC2=CC=CC(OCCN3CCOCC3)=C2)N=C1,CKWNDQJJCNKZJI-UHFFFAOYSA-N,1.008344629,2.447650986,10.193999994068738,280.3180000550544
Mol939,2873705,Cc1ccccc1-n1nc(C(C)(C)C)cc1N,emolecules,0.816042341,-0.216533336,1.651374944,,,1.027920136,CC1=CC=CC=C1N1N=C(C(C)(C)C)C=C1N,SNMGAKOWUHTEKD-UHFFFAOYSA-N,0.816042341,1.027920136,6.547000001175902,10.66399999003561
Mol940,139887,COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1,emolecules,2.034692614,0.846611174,1.848804701,,,2.799777382,COC1=CC=CC(CN2CCC(CC3=CC=C(C4=CC=CN=C4)C=C3)(C(N)=O)CC2)=C1,SMJDNMTVWKSOCG-UHFFFAOYSA-N,2.034692614,2.799777382,108.31600010411609,630.6340005884216
Mol941,53777805,Cc1cccn(Cc2cccnc2)c1=O,emolecules,0.675686709,-0.215414935,1.672097858,,,1.027920136,CC1=CC=CN(CC2=CC=CN=C2)C1=O,FUEXETRGXNADCE-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol942,25014865,c1nc(NC2CCN(C3CC3)CC2)c2sccc2n1,emolecules,1.24089854,0.094514341,1.749890841,,,1.906157193,C1=NC(NC2CCN(C3CC3)CC2)=C2SC=CC2=N1,KBHVCDBOJNKSFR-UHFFFAOYSA-N,1.24089854,1.906157193,17.41399999504836,80.56700008959383
Mol943,33317735,Cc1cnn(CC2CC2)c1NC(=O)/C=C/c1ccccc1,emolecules,1.140570889,0.42737916,1.514547753,,,2.502889848,CC1=C(NC(=O)/C=C/C2=CC=CC=C2)N(CC2CC2)N=C1,WVCHJGFWRDTVGV-MDZDMXLPSA-N,1.140570889,2.502889848,13.822000011681853,318.33900022590257
Mol944,27419746,O=C(NCc1nncn1-c1ccccc1)C1CCCC1,emolecules,0.675686709,1.318731099,1.636086515,,,1.087568476,O=C(NCC1=NN=CN1C1=CC=CC=C1)C1CCCC1,LORZZSWXBCVPJY-UHFFFAOYSA-N,0.675686709,1.087568476,4.73900000328012,12.233999995442582
Mol945,48309286,Cc1nccn1CCCN1C(=O)SC(C)(C)C1=O,emolecules,0.675686709,0.400132138,1.465828815,,,1.919046696,CC1=NC=CN1CCCN1C(=O)SC(C)(C)C1=O,AKVAPBSMZHDIDC-UHFFFAOYSA-N,0.675686709,1.919046696,4.73900000328012,82.99399991219998
Mol946,23827295,Cc1ccc(-c2ccccc2-c2nc3c(cnn3C3CCN(C)CC3)[nH]2)o1,emolecules,0.675686709,1.602916122,1.606918526,,,1.999973942,CC1=CC=C(C2=CC=CC=C2C2=NC3=C(C=NN3C3CCN(C)CC3)N2)O1,CBHKRDGWPUQBIX-UHFFFAOYSA-N,0.675686709,1.999973942,4.73900000328012,99.99400010376566
Mol947,46078321,Cc1ccc(C)c2c(O)cc(CN3CC(c4ccccn4)C3)nc12,emolecules,1.562447517,0.623052015,1.765817515,,,3.021670479,CC1=CC=C(C)C2=C1NC(CN1CC(C3=CC=CC=N3)C1)=CC2=O,DFJQRHMSKZKSPX-UHFFFAOYSA-N,1.562447517,3.021670479,36.51299998792265,1051.1640003332202
Mol948,42964650,COCc1nc(-c2cc(F)ccc2F)c(C)s1,emolecules,2.124037727,-0.165145088,0.556302501,,,2.628320459,COCC1=NC(C2=CC(F)=CC=C2F)=C(C)S1,MTCQEVYRAAIKNO-UHFFFAOYSA-N,2.124037727,2.628320459,133.05699990783617,424.932999603401
Mol949,16780289,Cn1ncc2c(Oc3cccc(C(C)(C)C)c3)ncnc21,emolecules,1.564121376,-0.319064179,0.591064607,,,2.667123137,CN1N=CC2=C(OC3=CC=CC(C(C)(C)C)=C3)N=CN=C21,VGELXSLRTCOHIG-UHFFFAOYSA-N,1.564121376,2.667123137,36.65400004087836,464.64699950088743
Mol950,29911643,COc1ccc(-c2noc([C@@H]3CCCN3Cc3cccnc3)n2)cn1,emolecules,1.991155165,-0.119979411,1.418301291,,,3.09247396,COC1=CC=C(C2=NOC([C@@H]3CCCN3CC3=CC=CN=C3)=N2)C=N1,HGPVWDHYAGNRKB-HNNXBMFYSA-N,1.991155165,3.09247396,97.9840000717126,1237.2970002295908
Mol951,43413534,N#Cc1ccccc1Cn1nnc(-c2ccccc2)n1,emolecules,1.028286509,-0.348756208,1.058805487,,,2.324819331,N#CC1=CC=CC=C1CN1N=NC(C2=CC=CC=C2)=N1,ULCDWPKLEZCUBU-UHFFFAOYSA-N,1.028286509,2.324819331,10.67299998952402,211.26099991072903
Mol952,42961556,Cc1cccn(Cc2ccccc2F)c1=O,emolecules,0.675686709,-0.197575611,1.450249108,,,1.783167226,CC1=CC=CN(CC2=CC=CC=C2F)C1=O,ZKJUGZMVKIGRAO-UHFFFAOYSA-N,0.675686709,1.783167226,4.73900000328012,60.696999966787075
Mol953,49961912,N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,emolecules,2.505268036,0.063072071,0.892094603,,,3.203705577,N#CCCN(C(=O)C1=C(C#N)C=CS1)C12CC3CC(CC(C3)C1)C2,KAKXEUWSZWWAOV-UHFFFAOYSA-N,2.505268036,3.203705577,320.08699993777776,1598.4740013157725
Mol954,42956770,CN(Cc1ccccn1)c1nc2ccccc2o1,emolecules,1.176236,-0.14384076,1.577951128,,,2.557217174,CN(CC1=CC=CC=N1)C1=NC2=CC=CC=C2O1,RIEUFZDKZBCNRQ-UHFFFAOYSA-N,1.176236,2.557217174,15.005000008261964,360.7589996511565
Mol955,37112493,O=C(NCC#CCN1CCc2ccccc2C1)NCc1ccc(F)cc1,emolecules,1.901223946,0.602443678,1.524655712,,,2.736404471,O=C(NCC#CCN1CCC2=CC=CC=C2C1)NCC1=CC=C(F)C=C1,YBBSGFOCPOWGRO-UHFFFAOYSA-N,1.901223946,2.736404471,79.65699996127162,545.0100001134135
Mol956,23728018,Cc1ccc(C(=O)NCC#Cc2ccccc2)cn1,emolecules,0.675686709,-0.237227233,1.647969458,,,1.274134748,CC1=CC=C(C(=O)NCC#CC2=CC=CC=C2)C=N1,OFPMTAYCWUHPHI-UHFFFAOYSA-N,0.675686709,1.274134748,4.73900000328012,18.799000005239293
Mol957,291159,COc1ccc(CNc2c(-c3ccc(OC)c(OC)c3)nc3cnccn23)cc1,emolecules,2.829621496,0.384412452,1.670802284,,,3.289164929,COC1=CC=C(CNC2=C(C3=CC=C(OC)C(OC)=C3)N=C3C=NC=CN23)C=C1,HNIGCSMSFLMAEM-UHFFFAOYSA-N,2.829621496,3.289164929,675.4940003064755,1946.098997811496
Mol958,49320295,Cc1cc(C)nc(NC(=O)N(C)C2CCC2)c1,emolecules,1.966592226,-0.298486671,1.615213335,,,2.247907013,CC1=CC(C)=NC(NC(=O)N(C)C2CCC2)=C1,BKSTXRVGVAYEJE-UHFFFAOYSA-N,1.966592226,2.247907013,92.5959999454348,176.97300000095484
Mol959,49932658,CCCCN(C)C(=O)Nc1cc(C)ccn1,emolecules,1.615918504,-0.252110262,1.396548038,,,2.353716244,CCCCN(C)C(=O)NC1=CC(C)=CC=N1,YIPNOUCEXZLCNF-UHFFFAOYSA-N,1.615918504,2.353716244,41.29700002891574,225.79599995609047
Mol960,49955252,Cn1cncc1CCNC(=O)[C@H]1CC1(C)C,emolecules,0.675686709,0.915507491,1.459693976,,,1.027920136,CN1C=NC=C1CCNC(=O)[C@H]1CC1(C)C,FRUNELKONVVOEG-SNVBAGLBSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol961,30697446,CC(C)(C)C(=O)N1CCC(NS(C)(=O)=O)CC1,emolecules,0.675686709,0.276113023,1.754730469,,,1.027920136,CC(C)(C)C(=O)N1CCC(NS(C)(=O)=O)CC1,FWZRGYRBGJKNRY-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol962,30448845,CC1(C)Cc2cc(CN3CCC4(CC3)NC(=O)N(Cc3ccccc3)C4=O)ccc2O1,emolecules,1.746712023,0.888183217,1.560504415,,,2.468611667,CC1(C)CC2=CC(CN3CCC4(CC3)NC(=O)N(CC3=CC=CC=C3)C4=O)=CC=C2O1,KLJYZGWWRCFDHV-UHFFFAOYSA-N,1.746712023,2.468611667,55.81000006211264,294.1789997703386
Mol963,30666181,Cc1oc(C)c(C(=O)N(C)Cc2ccccc2N2CCOCC2)c1C,emolecules,2.961988865,0.198800888,1.790636962,,,3.763435781,CC1=C(C)C(C(=O)N(C)CC2=CC=CC=C2N2CCOCC2)=C(C)O1,JRWULCARECGJNM-UHFFFAOYSA-N,2.961988865,3.763435781,916.1969991848677,5800.104002104103
Mol964,36464307,c1ccc(CCc2n[nH]c(-c3cccc4cnccc34)n2)cc1,emolecules,2.027598287,0.036594398,1.62024019,,,2.646264494,C1=CC=C(CCC2=NNC(C3=CC=CC4=CN=CC=C34)=N2)C=C1,LBGFPUFINAWFFM-UHFFFAOYSA-N,2.027598287,2.646264494,106.5609999034592,442.857999603159
Mol965,351738,COc1cc2cc(N)c(C3CCN(C(=O)C(C)(C)C)CC3)nc2cc1OC,emolecules,0.847696021,0.76342456,1.72427587,,,1.63856912,COC1=CC2=CC(N)=C(C3CCN(C(=O)C(C)(C)C)CC3)N=C2C=C1OC,HWOZPRPCWGAQCS-UHFFFAOYSA-N,0.847696021,1.63856912,7.042000004310455,43.50800001395597
Mol966,36791100,Nc1nncc(-c2ccccc2OC(F)F)n1,emolecules,0.675686709,-0.149584138,1.590061231,,,1.027920136,NC1=NN=CC(C2=CC=CC=C2OC(F)F)=N1,JOSVPPHTKREXOM-UHFFFAOYSA-N,0.675686709,1.027920136,4.73900000328012,10.66399999003561
Mol967,48312888,Cc1cccc(C(=O)N(C)CCc2cnccn2)c1,emolecules,1.112873002,-0.0971457,1.48258777,,,2.150455552,CC1=CC=CC(C(=O)N(C)CCC2=CN=CC=N2)=C1,UTUWXJQRPJMARG-UHFFFAOYSA-N,1.112873002,2.150455552,12.968000004763894,141.40199993601115
Mol968,31878740,O=C(C1CCCN(Cc2cc3c(cc2O)OCO3)C1)N1CCOCC1,emolecules,0.732071941,0.287881439,1.746244872,,,1.720804062,O=C(C1CCCN(CC2=CC3=C(C=C2O)OCO3)C1)N1CCOCC1,PBTBICOWFJDWQL-UHFFFAOYSA-N,0.732071941,1.720804062,5.396000000001656,52.57799999069543
Mol969,29577392,O=C(NCc1ncc(-c2ccccc2)o1)C1CCCCC1,emolecules,1.621747346,-0.244377962,1.880298991,,,2.824888272,O=C(NCC1=NC=C(C2=CC=CC=C2)O1)C1CCCCC1,PTFILQGNVLRGIS-UHFFFAOYSA-N,1.621747346,2.824888272,41.854999974478375,668.1719993705179
Mol970,11812085,CC1CCN(CC(=O)Nc2nc(-c3c[nH]c4ccccc34)cs2)CC1,emolecules,1.578146195,-0.082956715,0.715167358,,,2.498096801,CC1CCN(CC(=O)NC2=NC(C3=CNC4=CC=CC=C34)=CS2)CC1,PLMZMOQIIYZRSU-UHFFFAOYSA-N,1.578146195,2.498096801,37.85699999369268,314.84500019146105
Mol971,35709702,CNC(=O)Cn1ccc2cc(OC)ccc21,emolecules,0.675686709,-0.177851664,1.600646236,,,1.999652425,CNC(=O)CN1C=CC2=CC(OC)=CC=C21,FMSCEHOLVLZCDN-UHFFFAOYSA-N,0.675686709,1.999652425,4.73900000328012,99.91999991577462
